model,cev_auroc,iav_auroc,cev_accuracy,iav_accuracy,mean_accuracy,fused_val_auroc,halueval_cev_auroc_raw,halueval_cev_auroc,halueval_iav_auroc_raw,halueval_iav_auroc,halueval_mean_auroc_raw,halueval_mean_auroc,vanilla_mean_proxy,closedloop_mean_proxy,gpu_memory_gb,runtime_minutes
qwen3-8b,0.87228752,0.875111875,0.746239372,0.790385873,0.787769784,0.879775134,0.89310281,0.89310281,0.863170745,0.863170745,0.90621356,0.90621356,0.272742251,0.235507126,16.60280371,94.01194641
