model,cev_auroc,iav_auroc,cev_accuracy,iav_accuracy,mean_accuracy,fused_val_auroc,halueval_cev_auroc_raw,halueval_cev_auroc,halueval_iav_auroc_raw,halueval_iav_auroc,halueval_mean_auroc_raw,halueval_mean_auroc,vanilla_mean_proxy,closedloop_mean_proxy,gpu_memory_gb,runtime_minutes
llama-3-8b-instruct,0.8550096597617258,0.8629672779899387,0.7655330281229562,0.7880967952910399,0.7867887508175277,0.8664918792218179,0.7613426600000001,0.7613426600000001,0.805126065,0.805126065,0.80754834,0.80754834,0.36547617684584105,0.3645044586537406,16.306216448,76.27096495230992
